No,Surname,Other Names,County Code,County Name,Constituency Code,Constituency Name,Ward Code,Ward Name,Party Code,Political Party Name,Abbrv,Notes
8740,Chetambe Maurice,Chetambe Maurice,40,Busia,225,Teso North,1124,Ang'Urai North,31,Kenya Patriots Party,KPP,
8741,Patrick,Patrick,40,Busia,225,Teso North,1124,Ang'Urai North,67,Maendeleo Chap Chap Party,MCCP,
8742,Ekirapa Reuben,Ekirapa Reuben,40,Busia,225,Teso North,1124,Ang'Urai North,IND,Independent,IND,
8743,Albert Osiya,Albert Osiya,40,Busia,225,Teso North,1124,Ang'Urai North,75,Empowerment and Liberation Party,ELP,
8744,Lawrence Okaale,Lawrence Okaale,40,Busia,225,Teso North,1124,Ang'Urai North,29,National Rainbow Coalition,NARC,
8745,Gerald Ekisa,Gerald Ekisa,40,Busia,225,Teso North,1124,Ang'Urai North,3,The Labour Party of Kenya,LPK,
8746,Peter Okaka,Peter Okaka,40,Busia,225,Teso North,1124,Ang'Urai North,37,National Agenda Party of Kenya,NAPK,
8747,Dominics Dan,Dominics Dan,40,Busia,225,Teso North,1125,Ang'Urai East,15,Party for Development and Reform,PDR,
8748,David Papa,David Papa,40,Busia,225,Teso North,1125,Ang'Urai East,2,The National Vision Party,NVP,
8749,Benard Emukule,Benard Emukule,40,Busia,225,Teso North,1125,Ang'Urai East,IND,Independent,IND,
8750,"Ibraham Cuthbert
Osokaise","Ibraham Cuthbert
Osokaise",40,Busia,225,Teso North,1125,Ang'Urai East,IND,Independent,IND,
8751,Titus Mike Ijakaa,Titus Mike Ijakaa,40,Busia,225,Teso North,1125,Ang'Urai East,IND,Independent,IND,
8752,Moses Mark,Moses Mark,40,Busia,225,Teso North,1125,Ang'Urai East,75,Empowerment and Liberation Party,ELP,
8753,Dedan K Omanyala,Dedan K Omanyala,40,Busia,225,Teso North,1125,Ang'Urai East,36,Chama Cha Uzalendo,CCU,
8754,Cleophas,Cleophas,40,Busia,225,Teso North,1125,Ang'Urai East,10,Mazingira Greens Party of Kenya,MGPK,
8755,Gilbert Skauti,Gilbert Skauti,40,Busia,225,Teso North,1125,Ang'Urai East,31,Kenya Patriots Party,KPP,
8756,Joab Etyang,Joab Etyang,40,Busia,225,Teso North,1125,Ang'Urai East,29,National Rainbow Coalition,NARC,
8757,David Kokonya,David Kokonya,40,Busia,225,Teso North,1126,Malaba South,29,National Rainbow Coalition,NARC,
8758,Philip Mudai,Philip Mudai,40,Busia,225,Teso North,1126,Malaba South,75,Empowerment and Liberation Party,ELP,
8759,Elvis Joseph Martin,Elvis Joseph Martin,40,Busia,225,Teso North,1126,Malaba South,77,Justice and Freedom Party,JFP,
8760,Mildred Nafuna,Mildred Nafuna,40,Busia,225,Teso North,1126,Malaba South,67,Maendeleo Chap Chap Party,MCCP,
8761,Cleophas Otwane,Cleophas Otwane,40,Busia,225,Teso North,1126,Malaba South,15,Party for Development and Reform,PDR,
8762,Phelix Omoit,Phelix Omoit,40,Busia,225,Teso North,1126,Malaba South,3,The Labour Party of Kenya,LPK,
8763,Silas Wandera,Silas Wandera,40,Busia,225,Teso North,1126,Malaba South,36,Chama Cha Uzalendo,CCU,
8764,Cresent Sospeter,Cresent Sospeter,40,Busia,225,Teso North,1126,Malaba South,31,Kenya Patriots Party,KPP,
8765,Mohamud,Mohamud,40,Busia,226,Teso South,1127,Ang'Orom,75,Empowerment and Liberation Party,ELP,
8766,Fredrick Atelu,Fredrick Atelu,40,Busia,226,Teso South,1127,Ang'Orom,67,Maendeleo Chap Chap Party,MCCP,
8767,Richard Ejakait,Richard Ejakait,40,Busia,226,Teso South,1127,Ang'Orom,15,Party for Development and Reform,PDR,
8768,Solomon Onyango,Solomon Onyango,40,Busia,226,Teso South,1127,Ang'Orom,62,Amani National Congress,ANC,
8769,James Adung'osi,James Adung'osi,40,Busia,226,Teso South,1127,Ang'Orom,31,Kenya Patriots Party,KPP,
8770,Mongola Basil,Mongola Basil,40,Busia,226,Teso South,1127,Ang'Orom,29,National Rainbow Coalition,NARC,
8771,Abudulkadir Ologe,Abudulkadir Ologe,40,Busia,226,Teso South,1127,Ang'Orom,36,Chama Cha Uzalendo,CCU,
8772,Isaac Icok,Isaac Icok,40,Busia,226,Teso South,1128,Chakol South,72,Movement for Democracy and Growth,MDG,
8773,Martin Adun'go,Martin Adun'go,40,Busia,226,Teso South,1128,Chakol South,3,The Labour Party of Kenya,LPK,
8774,Anthony Okware,Anthony Okware,40,Busia,226,Teso South,1128,Chakol South,29,National Rainbow Coalition,NARC,
8775,Margaret,Margaret,40,Busia,226,Teso South,1128,Chakol South,31,Kenya Patriots Party,KPP,
8776,Fredrick Ebita,Fredrick Ebita,40,Busia,226,Teso South,1128,Chakol South,36,Chama Cha Uzalendo,CCU,
8777,Susan Amasa,Susan Amasa,40,Busia,226,Teso South,1128,Chakol South,75,Empowerment and Liberation Party,ELP,
8778,Alex Emeri,Alex Emeri,40,Busia,226,Teso South,1128,Chakol South,67,Maendeleo Chap Chap Party,MCCP,
8779,Maskini Simon Okodoi,Maskini Simon Okodoi,40,Busia,226,Teso South,1128,Chakol South,IND,Independent,IND,
8780,John Ibrahim,John Ibrahim,40,Busia,226,Teso South,1128,Chakol South,15,Party for Development and Reform,PDR,
8781,Romanus O,Romanus O,40,Busia,226,Teso South,1128,Chakol South,IND,Independent,IND,
8782,Evans,Evans,40,Busia,226,Teso South,1128,Chakol South,77,Justice and Freedom Party,JFP,
8783,Moses,Moses,40,Busia,226,Teso South,1128,Chakol South,2,The National Vision Party,NVP,
8784,Stephen Ekapolon,Stephen Ekapolon,40,Busia,226,Teso South,1129,Chakol North,31,Kenya Patriots Party,KPP,
8785,Julius Otiengi,Julius Otiengi,40,Busia,226,Teso South,1129,Chakol North,29,National Rainbow Coalition,NARC,
8786,Charles,Charles,40,Busia,226,Teso South,1129,Chakol North,75,Empowerment and Liberation Party,ELP,
8787,Opolo Simon Sam,Opolo Simon Sam,40,Busia,226,Teso South,1130,Amukura West,31,Kenya Patriots Party,KPP,
8788,Moses Omuse,Moses Omuse,40,Busia,226,Teso South,1130,Amukura West,IND,Independent,IND,
8789,Osikol Daniel,Osikol Daniel,40,Busia,226,Teso South,1130,Amukura West,15,Party for Development and Reform,PDR,
8790,Vincent Isebe,Vincent Isebe,40,Busia,226,Teso South,1130,Amukura West,67,Maendeleo Chap Chap Party,MCCP,
8791,Alfred Otiemut,Alfred Otiemut,40,Busia,226,Teso South,1130,Amukura West,IND,Independent,IND,
8792,Leo Ekapten,Leo Ekapten,40,Busia,226,Teso South,1130,Amukura West,IND,Independent,IND,
8793,Erick Odeke,Erick Odeke,40,Busia,226,Teso South,1130,Amukura West,75,Empowerment and Liberation Party,ELP,
8794,Abiud Ochilangole,Abiud Ochilangole,40,Busia,226,Teso South,1130,Amukura West,29,National Rainbow Coalition,NARC,
8795,Richard Osutu,Richard Osutu,40,Busia,226,Teso South,1130,Amukura West,2,The National Vision Party,NVP,
8796,Protus Eseme,Protus Eseme,40,Busia,226,Teso South,1131,Amukura East,15,Party for Development and Reform,PDR,
8797,Moses Emojong,Moses Emojong,40,Busia,226,Teso South,1131,Amukura East,10,Mazingira Greens Party of Kenya,MGPK,
8798,Wilberforce Osogol,Wilberforce Osogol,40,Busia,226,Teso South,1131,Amukura East,77,Justice and Freedom Party,JFP,
8799,Dick Simon Omukaga,Dick Simon Omukaga,40,Busia,226,Teso South,1131,Amukura East,31,Kenya Patriots Party,KPP,
8800,Okochil Godrick,Okochil Godrick,40,Busia,226,Teso South,1131,Amukura East,36,Chama Cha Uzalendo,CCU,
8801,Stephen Okoit,Stephen Okoit,40,Busia,226,Teso South,1131,Amukura East,74,Ukweli Party,UP,
8802,Susan Osukuku,Susan Osukuku,40,Busia,226,Teso South,1131,Amukura East,75,Empowerment and Liberation Party,ELP,
8803,"Angelis Adede
Salama","Angelis Adede
Salama",40,Busia,226,Teso South,1131,Amukura East,67,Maendeleo Chap Chap Party,MCCP,
8804,George Masai,George Masai,40,Busia,226,Teso South,1131,Amukura East,IND,Independent,IND,
8805,Shadrack Opili,Shadrack Opili,40,Busia,226,Teso South,1131,Amukura East,62,Amani National Congress,ANC,
8806,Henry Okemo,Henry Okemo,40,Busia,226,Teso South,1131,Amukura East,37,National Agenda Party of Kenya,NAPK,
8807,Simon Oriama,Simon Oriama,40,Busia,226,Teso South,1131,Amukura East,42,Shirikisho Party of Kenya,SPK,
8808,Omodia  Anacetus,Omodia  Anacetus,40,Busia,226,Teso South,1131,Amukura East,29,National Rainbow Coalition,NARC,
8809,Benard Okapesi,Benard Okapesi,40,Busia,226,Teso South,1131,Amukura East,3,The Labour Party of Kenya,LPK,
8810,Chrispinus Marsh,Chrispinus Marsh,40,Busia,226,Teso South,1132,Amukura Central,IND,Independent,IND,
8811,Joseph Ochil,Joseph Ochil,40,Busia,226,Teso South,1132,Amukura Central,3,The Labour Party of Kenya,LPK,
8812,Paul Odhiambo,Paul Odhiambo,40,Busia,226,Teso South,1132,Amukura Central,75,Empowerment and Liberation Party,ELP,
8813,Henry Oramisi,Henry Oramisi,40,Busia,226,Teso South,1132,Amukura Central,42,Shirikisho Party of Kenya,SPK,
8814,Moses Ekisa,Moses Ekisa,40,Busia,226,Teso South,1132,Amukura Central,36,Chama Cha Uzalendo,CCU,
8815,Patrick Ojwang,Patrick Ojwang,40,Busia,226,Teso South,1132,Amukura Central,31,Kenya Patriots Party,KPP,
8816,Pamela Barasa,Pamela Barasa,40,Busia,226,Teso South,1132,Amukura Central,15,Party for Development and Reform,PDR,
8817,"Bonventure Peter
Ouma","Bonventure Peter
Ouma",40,Busia,226,Teso South,1132,Amukura Central,IND,Independent,IND,
8818,Peter Chris,Peter Chris,40,Busia,226,Teso South,1132,Amukura Central,IND,Independent,IND,
8819,Luka Esito,Luka Esito,40,Busia,226,Teso South,1132,Amukura Central,67,Maendeleo Chap Chap Party,MCCP,
8820,Moses Pius,Moses Pius,40,Busia,226,Teso South,1132,Amukura Central,29,National Rainbow Coalition,NARC,
8821,Silas Barasa,Silas Barasa,40,Busia,227,Nambale,1133,Nambale Township,75,Empowerment and Liberation Party,ELP,
8822,Benjamin Erick,Benjamin Erick,40,Busia,227,Nambale,1133,Nambale Township,27,Jubilee Party,JP,
8823,Paul Wesonga,Paul Wesonga,40,Busia,227,Nambale,1133,Nambale Township,3,The Labour Party of Kenya,LPK,
8824,Vinsent Oramisi,Vinsent Oramisi,40,Busia,227,Nambale,1133,Nambale Township,36,Chama Cha Uzalendo,CCU,
8825,Godfrey Egesa,Godfrey Egesa,40,Busia,227,Nambale,1133,Nambale Township,IND,Independent,IND,
8826,Mary Beatrice,Mary Beatrice,40,Busia,227,Nambale,1133,Nambale Township,15,Party for Development and Reform,PDR,
8827,Fredrick Okwara,Fredrick Okwara,40,Busia,227,Nambale,1133,Nambale Township,31,Kenya Patriots Party,KPP,
8828,Paul Mukhwaku,Paul Mukhwaku,40,Busia,227,Nambale,1133,Nambale Township,IND,Independent,IND,
8829,Kenneth Benson,Kenneth Benson,40,Busia,227,Nambale,1133,Nambale Township,30,Kenya African Democratic Union - Asili,KADU-ASILI,
8830,David Wanzala,David Wanzala,40,Busia,227,Nambale,1133,Nambale Township,IND,Independent,IND,
8831,Mwajuma Bahati,Mwajuma Bahati,40,Busia,227,Nambale,1133,Nambale Township,29,National Rainbow Coalition,NARC,
8832,Norbert Omanyo,Norbert Omanyo,40,Busia,227,Nambale,1133,Nambale Township,67,Maendeleo Chap Chap Party,MCCP,
8833,Gardy Obara,Gardy Obara,40,Busia,227,Nambale,1134,Bukhayo North/Waltsi,IND,Independent,IND,
8834,Faith Keziah,Faith Keziah,40,Busia,227,Nambale,1134,Bukhayo North/Waltsi,15,Party for Development and Reform,PDR,
8835,Enock Njako,Enock Njako,40,Busia,227,Nambale,1134,Bukhayo North/Waltsi,77,Justice and Freedom Party,JFP,
8836,Norman Anjia,Norman Anjia,40,Busia,227,Nambale,1134,Bukhayo North/Waltsi,IND,Independent,IND,
8837,"Francis Jeremiah
Arwassi","Francis Jeremiah
Arwassi",40,Busia,227,Nambale,1134,Bukhayo North/Waltsi,36,Chama Cha Uzalendo,CCU,
8838,Dickson Munyekenye,Dickson Munyekenye,40,Busia,227,Nambale,1134,Bukhayo North/Waltsi,67,Maendeleo Chap Chap Party,MCCP,
8839,"Agapetus William
Ekasiba","Agapetus William
Ekasiba",40,Busia,227,Nambale,1134,Bukhayo North/Waltsi,75,Empowerment and Liberation Party,ELP,
8840,Silvanus Opiyo,Silvanus Opiyo,40,Busia,227,Nambale,1134,Bukhayo North/Waltsi,IND,Independent,IND,
8841,Lawi Akoit,Lawi Akoit,40,Busia,227,Nambale,1134,Bukhayo North/Waltsi,71,National Liberal Party,NLP,
8842,David Wayne,David Wayne,40,Busia,227,Nambale,1134,Bukhayo North/Waltsi,31,Kenya Patriots Party,KPP,
8843,Phillip Okoronon,Phillip Okoronon,40,Busia,227,Nambale,1134,Bukhayo North/Waltsi,29,National Rainbow Coalition,NARC,
8844,Humphrey Ajega,Humphrey Ajega,40,Busia,227,Nambale,1135,Bukhayo East,36,Chama Cha Uzalendo,CCU,
8845,Albert Christianus,Albert Christianus,40,Busia,227,Nambale,1135,Bukhayo East,3,The Labour Party of Kenya,LPK,
8846,Benard Chitai,Benard Chitai,40,Busia,227,Nambale,1135,Bukhayo East,IND,Independent,IND,
8847,Wyckliph Wesonga,Wyckliph Wesonga,40,Busia,227,Nambale,1135,Bukhayo East,17,Agano Party,AGANO,
8848,Aramis Nakhone,Aramis Nakhone,40,Busia,227,Nambale,1135,Bukhayo East,37,National Agenda Party of Kenya,NAPK,
8849,Fredrick Joseph,Fredrick Joseph,40,Busia,227,Nambale,1135,Bukhayo East,75,Empowerment and Liberation Party,ELP,
8850,Laban Wanzala,Laban Wanzala,40,Busia,227,Nambale,1135,Bukhayo East,29,National Rainbow Coalition,NARC,
8851,Eliud C Arimisi,Eliud C Arimisi,40,Busia,227,Nambale,1135,Bukhayo East,67,Maendeleo Chap Chap Party,MCCP,
8852,Mark Vincent,Mark Vincent,40,Busia,227,Nambale,1135,Bukhayo East,67,Maendeleo Chap Chap Party,MCCP,
8853,Mathew Levy,Mathew Levy,40,Busia,227,Nambale,1135,Bukhayo East,15,Party for Development and Reform,PDR,
8854,Chrispinus Sikoyo,Chrispinus Sikoyo,40,Busia,227,Nambale,1135,Bukhayo East,72,Movement for Democracy and Growth,MDG,
8855,James Albert,James Albert,40,Busia,227,Nambale,1135,Bukhayo East,33,Kenya African National Union,KANU,
8856,Masood Murwayi,Masood Murwayi,40,Busia,227,Nambale,1135,Bukhayo East,77,Justice and Freedom Party,JFP,
8857,Vitalis Makokha,Vitalis Makokha,40,Busia,227,Nambale,1135,Bukhayo East,42,Shirikisho Party of Kenya,SPK,
8858,Charles Wakhungu,Charles Wakhungu,40,Busia,227,Nambale,1135,Bukhayo East,31,Kenya Patriots Party,KPP,
8859,Maximo Nyongesa,Maximo Nyongesa,40,Busia,227,Nambale,1136,Bukhayo Central,76,Thirdway Alliance Kenya,TAK,
8860,David Ongangi,David Ongangi,40,Busia,227,Nambale,1136,Bukhayo Central,3,The Labour Party of Kenya,LPK,
8861,Milton Kassaman,Milton Kassaman,40,Busia,227,Nambale,1136,Bukhayo Central,29,National Rainbow Coalition,NARC,
8862,Nicholas Wesonga,Nicholas Wesonga,40,Busia,227,Nambale,1136,Bukhayo Central,72,Movement for Democracy and Growth,MDG,
8863,Bonventure Okwach,Bonventure Okwach,40,Busia,227,Nambale,1136,Bukhayo Central,75,Empowerment and Liberation Party,ELP,
8864,Chrisantus Okello,Chrisantus Okello,40,Busia,227,Nambale,1136,Bukhayo Central,37,National Agenda Party of Kenya,NAPK,
8865,Jean Bosco,Jean Bosco,40,Busia,227,Nambale,1136,Bukhayo Central,31,Kenya Patriots Party,KPP,
8866,Sylvester Makanda,Sylvester Makanda,40,Busia,227,Nambale,1136,Bukhayo Central,IND,Independent,IND,
8867,David Efumbi,David Efumbi,40,Busia,228,Matayos,1137,Bukhayo West,29,National Rainbow Coalition,NARC,
8868,"Henry Joseph
Makokha","Henry Joseph
Makokha",40,Busia,228,Matayos,1137,Bukhayo West,2,The National Vision Party,NVP,
8869,Sirila Akong'o,Sirila Akong'o,40,Busia,228,Matayos,1137,Bukhayo West,36,Chama Cha Uzalendo,CCU,
8870,Benedict Jumah,Benedict Jumah,40,Busia,228,Matayos,1137,Bukhayo West,IND,Independent,IND,
8871,George Masingo,George Masingo,40,Busia,228,Matayos,1137,Bukhayo West,72,Movement for Democracy and Growth,MDG,
8872,Paul Juma,Paul Juma,40,Busia,228,Matayos,1137,Bukhayo West,IND,Independent,IND,
8873,Dorah Anne,Dorah Anne,40,Busia,228,Matayos,1137,Bukhayo West,3,The Labour Party of Kenya,LPK,
8874,"Bonventure Francis
Pamba","Bonventure Francis
Pamba",40,Busia,228,Matayos,1137,Bukhayo West,31,Kenya Patriots Party,KPP,
8875,Vincent Makokha,Vincent Makokha,40,Busia,228,Matayos,1137,Bukhayo West,75,Empowerment and Liberation Party,ELP,
8876,Florence Obinda,Florence Obinda,40,Busia,228,Matayos,1137,Bukhayo West,IND,Independent,IND,
8877,Dennis Ferdinands,Dennis Ferdinands,40,Busia,228,Matayos,1137,Bukhayo West,37,National Agenda Party of Kenya,NAPK,
8878,Jerem Ouma,Jerem Ouma,40,Busia,228,Matayos,1137,Bukhayo West,50,Muungano Party,MUUNGANO,
8879,David,David,40,Busia,228,Matayos,1138,Mayenje,36,Chama Cha Uzalendo,CCU,
8880,Alphonse Mang'eni,Alphonse Mang'eni,40,Busia,228,Matayos,1138,Mayenje,31,Kenya Patriots Party,KPP,
8881,Richard Okelo,Richard Okelo,40,Busia,228,Matayos,1138,Mayenje,29,National Rainbow Coalition,NARC,
8882,Stephen Otieno,Stephen Otieno,40,Busia,228,Matayos,1138,Mayenje,37,National Agenda Party of Kenya,NAPK,
8883,Ernest Gradus Ouma,Ernest Gradus Ouma,40,Busia,228,Matayos,1138,Mayenje,75,Empowerment and Liberation Party,ELP,
8884,Francis Okuku,Francis Okuku,40,Busia,228,Matayos,1139,Matayos South,31,Kenya Patriots Party,KPP,
8885,Sheban Wandera,Sheban Wandera,40,Busia,228,Matayos,1139,Matayos South,36,Chama Cha Uzalendo,CCU,
8886,Linus Ouma,Linus Ouma,40,Busia,228,Matayos,1139,Matayos South,29,National Rainbow Coalition,NARC,
8887,Stephen Mayunga,Stephen Mayunga,40,Busia,228,Matayos,1139,Matayos South,42,Shirikisho Party of Kenya,SPK,
8888,Samuel Ouma,Samuel Ouma,40,Busia,228,Matayos,1139,Matayos South,67,Maendeleo Chap Chap Party,MCCP,
8889,"Milton Manasi
Muyodi","Milton Manasi
Muyodi",40,Busia,228,Matayos,1139,Matayos South,IND,Independent,IND,
8890,Titus Khuma,Titus Khuma,40,Busia,228,Matayos,1139,Matayos South,77,Justice and Freedom Party,JFP,
8891,Dannis Kizito,Dannis Kizito,40,Busia,228,Matayos,1139,Matayos South,33,Kenya African National Union,KANU,
8892,Nicholas Okello,Nicholas Okello,40,Busia,228,Matayos,1139,Matayos South,76,Thirdway Alliance Kenya,TAK,
8893,Denis Wafula,Denis Wafula,40,Busia,228,Matayos,1139,Matayos South,IND,Independent,IND,
8894,Walter Mumbia,Walter Mumbia,40,Busia,228,Matayos,1139,Matayos South,75,Empowerment and Liberation Party,ELP,
8895,Magdalane Sitella,Magdalane Sitella,40,Busia,228,Matayos,1139,Matayos South,74,Ukweli Party,UP,
8896,Lucas Egesa,Lucas Egesa,40,Busia,228,Matayos,1139,Matayos South,IND,Independent,IND,
8897,Mick Sandra,Mick Sandra,40,Busia,228,Matayos,1139,Matayos South,61,Citizens Convention Party,CCP,
8898,Adam,Adam,40,Busia,228,Matayos,1139,Matayos South,IND,Independent,IND,
8899,Raphael,Raphael,40,Busia,228,Matayos,1140,Busibwabo,15,Party for Development and Reform,PDR,
8900,George Makhayaka,George Makhayaka,40,Busia,228,Matayos,1140,Busibwabo,IND,Independent,IND,
8901,Titus Ekodoye,Titus Ekodoye,40,Busia,228,Matayos,1140,Busibwabo,31,Kenya Patriots Party,KPP,
8902,Wycliffe Wandera,Wycliffe Wandera,40,Busia,228,Matayos,1140,Busibwabo,36,Chama Cha Uzalendo,CCU,
8903,Fredrick Owino,Fredrick Owino,40,Busia,228,Matayos,1140,Busibwabo,75,Empowerment and Liberation Party,ELP,
8904,Nyongesa Harrison,Nyongesa Harrison,40,Busia,228,Matayos,1140,Busibwabo,29,National Rainbow Coalition,NARC,
8905,Monica Mung'ala,Monica Mung'ala,40,Busia,228,Matayos,1141,Burumba,75,Empowerment and Liberation Party,ELP,
8906,Stevis Young,Stevis Young,40,Busia,228,Matayos,1141,Burumba,IND,Independent,IND,
8907,Clement Wandera,Clement Wandera,40,Busia,228,Matayos,1141,Burumba,36,Chama Cha Uzalendo,CCU,
8908,Richard Koko,Richard Koko,40,Busia,228,Matayos,1141,Burumba,17,Agano Party,AGANO,
8909,Francis Nyongesa,Francis Nyongesa,40,Busia,228,Matayos,1141,Burumba,37,National Agenda Party of Kenya,NAPK,
8910,Christine Electine,Christine Electine,40,Busia,228,Matayos,1141,Burumba,IND,Independent,IND,
8911,Lazaro Odongo,Lazaro Odongo,40,Busia,228,Matayos,1141,Burumba,IND,Independent,IND,
8912,Risper Regina,Risper Regina,40,Busia,228,Matayos,1141,Burumba,3,The Labour Party of Kenya,LPK,
8913,Tony Onyango,Tony Onyango,40,Busia,228,Matayos,1141,Burumba,29,National Rainbow Coalition,NARC,
8914,Moses Ochieng,Moses Ochieng,40,Busia,228,Matayos,1141,Burumba,31,Kenya Patriots Party,KPP,
8915,Richard Oduor,Richard Oduor,40,Busia,228,Matayos,1141,Burumba,15,Party for Development and Reform,PDR,
8916,Sylvester Ogola,Sylvester Ogola,40,Busia,229,Butula,1142,Marachi West,IND,Independent,IND,
8917,Martin Opondo,Martin Opondo,40,Busia,229,Butula,1142,Marachi West,37,National Agenda Party of Kenya,NAPK,
8918,David,David,40,Busia,229,Butula,1142,Marachi West,2,The National Vision Party,NVP,
8919,Sylvester Mackleuse,Sylvester Mackleuse,40,Busia,229,Butula,1142,Marachi West,15,Party for Development and Reform,PDR,
8920,John Isaac Onyango,John Isaac Onyango,40,Busia,229,Butula,1142,Marachi West,29,National Rainbow Coalition,NARC,
8921,Augustine Lawrence,Augustine Lawrence,40,Busia,229,Butula,1142,Marachi West,75,Empowerment and Liberation Party,ELP,
8922,Fredrick Ouma,Fredrick Ouma,40,Busia,229,Butula,1142,Marachi West,72,Movement for Democracy and Growth,MDG,
8923,Ibrahim Oloch,Ibrahim Oloch,40,Busia,229,Butula,1142,Marachi West,IND,Independent,IND,
8924,Patrick Gomba,Patrick Gomba,40,Busia,229,Butula,1142,Marachi West,13,Democratic Party of Kenya,DP,
8925,Peter Omina,Peter Omina,40,Busia,229,Butula,1142,Marachi West,31,Kenya Patriots Party,KPP,
8926,Erick Okuku,Erick Okuku,40,Busia,229,Butula,1143,Kingandole,29,National Rainbow Coalition,NARC,
8927,Alex Barasa,Alex Barasa,40,Busia,229,Butula,1143,Kingandole,36,Chama Cha Uzalendo,CCU,
8928,"Christopher
Augustine","Christopher
Augustine",40,Busia,229,Butula,1143,Kingandole,75,Empowerment and Liberation Party,ELP,
8929,Jacob Musivi,Jacob Musivi,40,Busia,229,Butula,1143,Kingandole,IND,Independent,IND,
8930,Johnvoster Ouma,Johnvoster Ouma,40,Busia,229,Butula,1143,Kingandole,31,Kenya Patriots Party,KPP,
8931,Geoffrey Murabula,Geoffrey Murabula,40,Busia,229,Butula,1143,Kingandole,IND,Independent,IND,
8932,Martin Okaro,Martin Okaro,40,Busia,229,Butula,1143,Kingandole,IND,Independent,IND,
8933,Alfred Juma,Alfred Juma,40,Busia,229,Butula,1143,Kingandole,IND,Independent,IND,
8934,Mathew Oduory,Mathew Oduory,40,Busia,229,Butula,1143,Kingandole,62,Amani National Congress,ANC,
8935,Godfrey Hannington,Godfrey Hannington,40,Busia,229,Butula,1144,Marachi Central,29,National Rainbow Coalition,NARC,
8936,Charles Odwori,Charles Odwori,40,Busia,229,Butula,1144,Marachi Central,72,Movement for Democracy and Growth,MDG,
8937,Joyce Petty,Joyce Petty,40,Busia,229,Butula,1144,Marachi Central,3,The Labour Party of Kenya,LPK,
8938,Charles Odundo,Charles Odundo,40,Busia,229,Butula,1144,Marachi Central,37,National Agenda Party of Kenya,NAPK,
8939,Partson Gaitano,Partson Gaitano,40,Busia,229,Butula,1144,Marachi Central,41,United Democratic Movement,UDM,
8940,Gabriel Odhiambo,Gabriel Odhiambo,40,Busia,229,Butula,1144,Marachi Central,IND,Independent,IND,
8941,Patrick Obuya,Patrick Obuya,40,Busia,229,Butula,1144,Marachi Central,75,Empowerment and Liberation Party,ELP,
8942,Joseph Omondi,Joseph Omondi,40,Busia,229,Butula,1144,Marachi Central,36,Chama Cha Uzalendo,CCU,
8943,Samuel Otieno,Samuel Otieno,40,Busia,229,Butula,1144,Marachi Central,31,Kenya Patriots Party,KPP,
8944,Isaac Sieunda,Isaac Sieunda,40,Busia,229,Butula,1144,Marachi Central,77,Justice and Freedom Party,JFP,
8945,Odongo Ernest,Odongo Ernest,40,Busia,229,Butula,1144,Marachi Central,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
8946,Eric Ochieng,Eric Ochieng,40,Busia,229,Butula,1144,Marachi Central,62,Amani National Congress,ANC,
8947,Victor Munyanya,Victor Munyanya,40,Busia,229,Butula,1145,Marachi East,31,Kenya Patriots Party,KPP,
8948,Wanguria Lilian,Wanguria Lilian,40,Busia,229,Butula,1145,Marachi East,75,Empowerment and Liberation Party,ELP,
8949,Agustine Makokha,Agustine Makokha,40,Busia,229,Butula,1145,Marachi East,37,National Agenda Party of Kenya,NAPK,
8950,Alexander Otsieno,Alexander Otsieno,40,Busia,229,Butula,1145,Marachi East,62,Amani National Congress,ANC,
8951,Denis Ochieng,Denis Ochieng,40,Busia,229,Butula,1145,Marachi East,36,Chama Cha Uzalendo,CCU,
8952,Franklin Wamulunji,Franklin Wamulunji,40,Busia,229,Butula,1145,Marachi East,IND,Independent,IND,
8953,"Austin Agnatius
Okalo","Austin Agnatius
Okalo",40,Busia,229,Butula,1145,Marachi East,7,Party of Independent Candidates of Kenya,PICK,
8954,Omondi Julius,Omondi Julius,40,Busia,229,Butula,1145,Marachi East,15,Party for Development and Reform,PDR,
8955,Vincent Ochieng,Vincent Ochieng,40,Busia,229,Butula,1145,Marachi East,29,National Rainbow Coalition,NARC,
8956,Michael Okinyo,Michael Okinyo,40,Busia,229,Butula,1145,Marachi East,IND,Independent,IND,
8957,Benard Okello,Benard Okello,40,Busia,229,Butula,1145,Marachi East,10,Mazingira Greens Party of Kenya,MGPK,
8958,"Julius Valentine
Osaleh","Julius Valentine
Osaleh",40,Busia,229,Butula,1145,Marachi East,67,Maendeleo Chap Chap Party,MCCP,
8959,Mulwoto Chrisantus,Mulwoto Chrisantus,40,Busia,229,Butula,1145,Marachi East,77,Justice and Freedom Party,JFP,
8960,Mathews Okomoli,Mathews Okomoli,40,Busia,229,Butula,1145,Marachi East,IND,Independent,IND,
8961,John,John,40,Busia,229,Butula,1145,Marachi East,56,Forum for Republican Democracy,FORD,
8962,"Antony Constant
Okoth","Antony Constant
Okoth",40,Busia,229,Butula,1145,Marachi East,IND,Independent,IND,
8963,Simon Simiyu Anindo,Simon Simiyu Anindo,40,Busia,229,Butula,1146,Marachi North,29,National Rainbow Coalition,NARC,
8964,Patrick Owino,Patrick Owino,40,Busia,229,Butula,1146,Marachi North,36,Chama Cha Uzalendo,CCU,
8965,Tobino,Tobino,40,Busia,229,Butula,1146,Marachi North,IND,Independent,IND,
